Student_ID,Gender,Branch,CGPA,SSC_Marks,HSC_Marks,Internships,Projects,Certifications,Backlogs,Aptitude_Score,Technical_Skill,Coding_Skill,Communication_Skill,Soft_Skill,Extracurricular_Score,Leadership_Score,Placement_Training,Workshops_Attended,Mock_Interview_Score,LinkedIn_GitHub_Activity,Employability_Score,Placed,Package_LPA
STU00165,Female,MECH,5.5,93.9,81.31,1,3,2,0,71.05,9.23,10.0,5.79,5.07,8.21,2.88,No,1,8.43,6.56,45.73,0,0.0
STU00166,Female,CSE,7.1,81.38,73.0,1,1,2,4,53.1,2.28,1.46,4.62,5.12,5.03,7.11,Yes,2,9.09,3.21,28.82,0,0.0
STU00167,Male,CSE,7.76,92.51,94.88,1,2,0,0,71.11,4.69,7.29,8.22,7.28,7.76,7.43,Yes,0,4.48,6.98,60.21,1,9.16
STU00168,Male,CSE,6.72,70.44,76.9,3,4,2,2,61.17,4.5,5.82,6.94,5.9,7.48,6.23,Yes,1,4.04,10.0,61.54,0,0.0
STU00169,Male,ECE,6.46,73.97,96.91,1,0,2,3,47.02,3.67,3.03,5.17,5.52,6.44,5.92,No,1,5.95,8.18,25.52,0,0.0
STU00170,Male,ECE,8.41,78.52,81.34,1,1,2,1,87.21,7.0,5.14,6.42,5.74,6.02,2.32,Yes,0,5.12,3.76,50.25,0,0.0
STU00171,Male,ECE,8.4,74.24,75.21,0,0,2,1,40.91,6.28,7.51,6.5,5.18,4.59,5.29,No,3,4.68,4.5,37.53,0,0.0
STU00172,Male,ECE,7.11,81.19,76.44,0,2,2,0,41.96,9.19,6.02,5.65,5.91,6.62,2.98,Yes,0,7.54,6.43,51.55,0,0.0
STU00173,Female,IT,7.0,74.43,87.99,4,2,4,2,50.71,5.1,3.45,6.75,6.33,6.6,3.83,Yes,2,8.58,0.98,56.43,0,0.0
STU00174,Female,CSE,7.72,75.5,63.23,1,2,2,4,69.17,4.51,3.31,5.72,6.95,2.93,0.0,Yes,1,4.56,2.29,39.25,0,0.0
STU00175,Male,ECE,7.95,69.88,74.46,2,3,1,1,59.11,8.48,8.85,7.37,7.86,3.05,4.92,Yes,1,6.12,10.0,51.02,1,7.57
STU00176,Female,CSE,6.22,77.38,84.38,1,3,4,0,100.0,7.69,7.91,8.33,7.48,8.93,4.03,No,1,4.47,3.18,67.63,1,9.84
STU00177,Female,ECE,9.31,65.77,75.78,0,2,1,2,38.72,7.92,8.65,10.0,6.82,8.27,7.52,No,4,3.75,7.32,44.79,0,0.0
STU00178,Male,CSE,6.95,78.0,87.66,2,2,3,1,47.48,2.95,3.62,6.52,7.06,3.96,6.67,No,1,7.4,5.88,45.91,0,0.0
STU00179,Male,ECE,5.02,78.47,95.88,2,2,1,0,44.94,7.07,6.31,5.8,6.49,6.43,5.59,No,0,5.28,6.05,44.42,0,0.0
STU00180,Male,CSE,7.0,87.9,68.54,3,2,4,2,51.83,6.76,7.16,6.44,5.31,8.21,9.89,Yes,0,5.52,7.28,59.45,0,0.0
STU00181,Female,CSE,8.51,65.42,83.05,3,2,4,0,72.63,7.85,8.9,4.26,5.78,5.36,5.16,Yes,2,7.65,4.81,72.12,1,10.46
STU00182,Male,ECE,7.3,96.07,65.54,2,4,3,0,100.0,6.85,7.98,4.54,6.39,6.3,6.34,Yes,1,5.63,5.43,60.96,1,8.96
STU00183,Male,CIVIL,6.62,91.52,79.66,1,2,1,0,62.71,7.82,7.63,10.0,9.85,5.1,4.77,No,1,2.55,0.89,41.35,0,0.0
STU00184,Male,ECE,7.84,61.45,71.86,2,3,1,1,61.95,6.04,5.76,7.25,5.5,4.6,6.05,Yes,0,6.72,5.34,51.32,1,7.02
STU00185,Male,ECE,7.0,92.29,58.78,2,1,0,4,84.55,5.19,4.36,2.85,4.51,9.99,5.61,Yes,4,5.46,3.13,34.66,0,0.0
STU00186,Female,CIVIL,7.52,72.37,59.37,2,2,3,0,52.69,4.09,3.14,6.6,5.24,4.05,1.34,Yes,3,5.47,7.11,38.98,1,6.32
STU00187,Male,CSE,6.05,66.28,80.11,0,3,0,0,52.09,6.33,7.89,7.2,6.27,6.07,4.47,Yes,1,5.2,5.49,48.75,0,0.0
STU00188,Male,IT,6.08,82.88,65.45,0,2,2,2,76.23,8.34,8.54,4.17,4.91,3.87,3.89,Yes,4,5.33,4.69,48.05,0,0.0
STU00189,Male,CSE,6.76,80.69,74.51,2,2,2,0,65.29,8.13,8.7,5.86,5.51,7.78,1.87,Yes,0,7.73,5.87,62.62,1,9.65
STU00190,Male,CSE,8.5,94.74,64.16,2,1,2,2,87.29,5.41,6.37,4.31,6.07,5.81,3.73,Yes,1,4.53,4.39,52.11,0,0.0
STU00191,Male,CIVIL,7.15,81.2,93.19,3,3,2,0,42.25,3.34,2.45,8.23,7.87,6.03,1.63,No,3,5.15,0.76,38.85,1,6.15
STU00192,Female,IT,4.01,93.13,79.38,2,2,1,2,83.49,5.0,5.19,7.17,7.21,6.87,4.27,Yes,1,7.47,3.73,54.04,1,9.86
STU00193,Female,CSE,5.65,63.85,77.4,0,4,2,0,60.43,6.99,8.13,6.1,7.53,5.99,4.24,Yes,0,2.6,7.21,59.78,1,9.86
STU00194,Female,ECE,6.41,59.4,84.51,2,0,4,0,80.14,5.01,3.04,8.76,8.31,5.31,6.88,Yes,2,4.84,4.24,55.43,1,8.3
STU00195,Female,ECE,6.28,72.19,68.27,0,2,2,2,48.83,9.4,9.46,7.51,6.27,6.3,5.68,No,2,2.1,4.09,36.67,0,0.0
STU00196,Female,CIVIL,7.28,79.24,60.98,2,3,2,0,68.83,2.3,2.72,3.8,4.97,4.35,6.12,Yes,1,4.13,9.44,41.62,0,0.0
STU00197,Female,CIVIL,5.33,57.35,75.31,2,0,2,0,91.58,6.65,5.61,6.15,6.09,6.54,1.99,Yes,1,6.57,3.88,44.56,0,0.0
STU00198,Female,ECE,7.33,71.26,87.95,0,2,0,0,58.17,9.03,10.0,4.1,4.15,4.89,3.2,Yes,2,6.0,7.34,44.57,0,0.0
STU00199,Male,IT,8.29,69.91,85.52,1,5,0,0,65.69,7.38,5.44,6.71,7.1,4.59,6.54,Yes,0,10.0,4.76,65.83,1,10.27
STU00200,Male,CIVIL,6.61,80.21,63.89,2,2,4,1,66.51,7.46,6.98,4.9,6.06,7.98,2.99,No,1,4.46,6.3,36.73,0,0.0
STU00201,Male,IT,6.77,74.94,81.97,1,3,0,0,49.43,8.36,8.09,7.66,6.89,8.01,4.15,Yes,4,3.52,8.27,59.26,1,9.67
STU00202,Female,EEE,7.91,86.11,73.22,0,2,5,1,50.75,8.18,7.59,7.99,6.85,4.01,2.59,No,1,3.55,9.87,41.25,0,0.0
STU00203,Male,CSE,8.02,73.45,63.56,1,0,2,2,67.54,4.03,2.97,9.26,7.04,9.14,4.47,No,2,5.5,4.75,42.45,1,8.06
STU00204,Female,MECH,4.22,91.38,79.06,3,3,2,0,48.22,5.94,3.3,8.44,7.02,6.2,5.49,Yes,4,7.77,0.72,45.62,0,0.0
STU00205,Male,MECH,6.87,75.54,85.85,1,1,0,0,49.18,5.68,6.27,6.18,6.34,9.49,4.25,No,0,6.0,3.83,33.25,0,0.0
STU00206,Female,CSE,6.56,77.02,62.81,1,2,0,2,59.12,7.69,5.64,10.0,8.71,4.94,4.33,No,4,6.82,5.03,49.59,0,0.0
STU00207,Female,CSE,7.47,67.1,64.16,1,6,0,1,44.54,6.89,3.46,4.74,4.47,4.94,3.82,No,4,6.94,0.72,49.12,0,0.0
STU00208,Male,CSE,7.81,88.92,84.94,4,2,2,0,40.83,5.4,8.41,6.13,6.26,2.15,5.33,No,2,8.98,7.96,59.79,1,8.64
STU00209,Female,IT,5.9,92.53,74.14,1,2,3,0,62.45,3.22,3.42,9.93,8.36,5.37,7.37,Yes,1,5.88,5.54,58.26,0,0.0
STU00210,Male,IT,4.71,68.98,70.81,4,6,1,0,71.83,2.6,1.89,9.52,7.98,7.57,3.02,Yes,0,2.67,2.19,61.63,1,8.55
STU00211,Male,CSE,7.13,81.64,98.03,4,2,3,1,34.79,4.6,4.84,5.42,5.86,8.82,6.33,Yes,3,2.83,4.52,61.11,1,8.78
STU00212,Male,CSE,6.38,71.2,93.15,0,2,1,4,49.07,3.95,2.88,8.81,7.43,5.72,5.23,Yes,2,4.79,4.61,24.04,0,0.0
STU00213,Male,EEE,6.19,72.04,84.91,1,4,3,4,74.26,3.92,4.83,6.54,6.65,4.08,1.35,Yes,1,6.41,7.16,32.82,0,0.0
STU00214,Male,ECE,5.04,77.17,75.19,1,2,2,0,37.81,4.91,5.3,7.3,7.12,4.6,5.63,No,3,8.85,7.26,47.09,0,0.0
STU00215,Male,ECE,4.46,60.58,68.99,1,1,3,2,19.31,9.68,10.0,4.88,5.57,5.89,3.53,Yes,0,5.86,3.6,36.29,0,0.0
STU00216,Female,IT,8.43,81.7,68.14,2,2,2,0,68.09,6.58,6.38,7.5,7.16,8.43,7.91,Yes,2,4.53,4.84,71.15,1,10.33
STU00217,Male,IT,6.04,53.02,77.21,1,3,0,4,72.96,5.37,2.71,8.53,6.4,8.26,7.08,Yes,1,6.13,3.06,38.08,0,0.0
STU00218,Male,MECH,6.67,69.97,74.15,2,4,1,0,67.6,3.16,2.9,8.2,7.58,1.05,5.44,No,0,4.93,3.87,40.87,0,0.0
STU00219,Female,ECE,8.59,80.89,62.27,1,2,0,1,38.0,8.14,10.0,7.63,7.75,4.22,2.46,Yes,0,7.03,5.96,50.36,0,0.0
STU00220,Female,CSE,7.63,96.67,88.68,2,4,4,0,73.48,6.81,7.89,3.87,5.1,5.32,5.17,Yes,2,4.67,3.77,69.45,1,10.7
STU00221,Female,ECE,6.56,81.95,64.47,0,1,3,1,47.51,7.94,5.33,4.17,4.32,2.52,1.52,No,0,6.24,6.59,37.03,0,0.0
STU00222,Male,CIVIL,7.37,81.8,64.79,1,1,0,0,51.37,8.45,8.02,4.26,5.56,8.46,2.23,Yes,2,7.36,8.37,43.02,0,0.0
STU00223,Female,MECH,7.08,83.01,65.34,2,6,5,1,75.36,4.85,5.11,5.68,5.67,7.19,2.71,Yes,1,9.0,5.85,50.45,0,0.0
STU00224,Male,CSE,7.46,85.21,64.45,2,0,1,1,77.71,6.5,6.14,7.39,5.72,9.08,1.46,Yes,0,5.06,6.0,54.56,1,8.6
STU00225,Female,CIVIL,8.8,78.14,68.44,0,4,1,0,56.61,3.88,6.07,5.24,6.28,5.96,2.83,No,1,5.16,7.74,41.53,0,0.0
STU00226,Female,IT,8.21,76.03,68.28,1,6,2,2,86.75,5.43,6.54,6.59,7.68,2.25,2.44,Yes,0,8.8,3.31,57.23,0,0.0
STU00227,Male,IT,8.79,72.88,75.61,1,3,0,0,56.43,5.18,7.25,4.69,5.96,6.28,7.78,Yes,0,7.47,5.98,52.09,1,8.56
STU00228,Male,ECE,5.61,77.41,58.89,4,3,2,1,85.67,9.15,8.68,5.8,8.01,5.15,1.98,Yes,3,6.16,4.69,68.85,1,9.53
STU00229,Male,CSE,7.47,69.98,91.3,0,1,1,3,56.9,4.84,6.84,4.74,5.4,6.94,1.41,Yes,4,6.36,2.57,38.46,0,0.0
STU00230,Female,ECE,6.14,66.26,66.32,4,2,3,1,49.86,4.66,3.88,3.47,3.72,2.76,4.35,Yes,2,5.99,3.89,46.14,0,0.0
STU00231,Male,IT,7.93,83.78,81.35,1,4,2,2,59.68,4.9,5.62,6.9,6.73,5.68,4.92,Yes,0,9.8,7.72,55.32,0,0.0
STU00232,Male,MECH,7.32,57.67,98.24,1,0,3,0,60.41,8.86,9.35,4.56,5.39,5.24,2.62,No,1,6.14,5.44,40.34,0,0.0
STU00233,Female,EEE,7.2,82.15,92.65,0,3,2,0,56.87,7.99,7.68,5.8,5.57,4.32,5.65,No,1,4.3,6.66,40.98,0,0.0
STU00234,Male,MECH,7.94,80.61,86.26,0,2,0,1,54.72,6.48,8.11,6.25,6.14,7.12,5.11,Yes,3,6.64,0.0,33.57,0,0.0
STU00235,Female,MECH,5.34,68.22,100.0,0,4,2,0,56.5,5.52,5.04,6.01,6.21,5.17,2.22,Yes,0,6.38,0.52,31.67,0,0.0
STU00236,Male,CIVIL,8.01,69.4,66.08,1,4,1,1,60.98,5.39,4.58,8.16,5.97,6.16,4.22,No,1,6.25,2.84,42.17,0,0.0
STU00237,Male,CSE,6.27,77.86,74.31,3,3,1,1,66.34,7.56,6.14,7.2,7.1,1.3,5.2,Yes,0,7.93,3.5,60.67,1,9.71
STU00238,Male,CSE,7.41,83.89,73.28,1,1,4,2,87.26,6.09,4.55,10.0,7.81,5.74,6.36,Yes,0,4.28,5.96,56.51,1,9.45
STU00239,Male,CSE,7.12,61.15,77.1,0,1,0,1,61.35,10.0,10.0,4.08,5.23,4.16,2.77,No,0,4.27,7.23,50.57,1,9.58
STU00240,Female,CIVIL,6.69,71.74,70.33,0,4,1,3,71.0,4.75,5.06,4.48,3.89,5.49,3.55,Yes,1,7.68,3.48,23.44,0,0.0
STU00241,Male,IT,7.62,84.45,85.21,0,2,0,1,52.67,8.39,9.38,6.47,5.22,5.97,7.34,No,2,4.82,8.83,49.16,1,7.94
STU00242,Female,EEE,7.6,77.25,65.57,0,2,0,0,100.0,7.61,8.77,7.0,6.21,4.89,4.6,No,3,5.84,5.9,48.28,0,0.0
STU00243,Female,IT,7.85,75.94,75.91,1,3,1,0,48.89,5.31,5.83,6.61,7.31,7.24,7.13,Yes,1,5.15,7.44,57.09,1,9.64
STU00244,Female,IT,8.08,74.08,71.41,0,4,1,2,76.96,4.69,1.3,5.26,6.68,0.94,2.91,Yes,1,4.58,7.62,51.14,0,0.0
STU00245,Female,CSE,7.52,83.65,92.99,2,0,2,0,24.21,7.23,7.09,7.16,6.06,5.39,6.57,Yes,2,10.0,4.03,55.08,1,8.57
STU00246,Female,ECE,6.29,74.89,88.51,0,2,5,1,52.0,6.04,6.98,6.42,6.24,6.59,6.47,No,0,5.39,1.33,41.08,0,0.0
STU00247,Female,IT,6.06,73.6,89.17,2,2,5,3,62.26,7.32,7.96,7.42,8.62,10.0,3.49,No,2,6.4,1.11,51.22,1,8.32
STU00248,Female,ECE,7.18,59.98,67.69,3,4,4,0,27.69,5.41,6.3,6.42,4.62,7.57,4.14,Yes,0,2.08,2.13,60.07,1,8.54
STU00249,Male,CIVIL,5.9,75.8,81.7,2,6,4,0,34.0,6.6,8.38,4.51,5.36,5.69,2.65,Yes,0,7.22,10.0,46.99,0,0.0
STU00250,Female,ECE,7.76,84.27,71.95,0,3,1,0,39.03,4.51,4.88,6.42,6.86,4.18,5.13,Yes,4,4.29,6.62,48.18,1,7.49
STU00251,Female,EEE,7.29,67.7,75.51,1,1,2,0,61.28,3.47,3.31,7.08,7.88,4.2,1.52,Yes,0,6.97,4.41,42.21,0,0.0
STU00252,Male,EEE,7.14,69.7,81.47,3,5,3,0,74.0,6.94,7.45,6.27,7.28,6.78,4.01,No,4,4.7,3.72,63.81,1,8.37
STU00253,Female,CSE,8.34,73.93,84.99,3,0,0,0,64.22,7.34,7.73,10.0,7.32,6.64,3.84,No,0,3.94,4.98,65.79,1,11.87
STU00254,Male,IT,10.0,84.5,65.3,0,4,5,0,87.27,4.21,3.55,4.25,5.33,8.51,2.8,No,1,8.3,0.41,62.0,1,9.92
STU00255,Male,IT,6.79,80.14,64.9,1,0,0,2,93.16,2.68,2.16,7.95,6.71,3.64,7.04,Yes,0,5.77,6.77,48.0,0,0.0
STU00256,Male,EEE,8.11,85.24,75.67,1,5,3,0,46.8,7.16,7.19,2.24,3.66,6.24,4.11,Yes,3,0.92,6.02,50.44,0,0.0
STU00257,Female,ECE,6.04,75.43,78.39,2,2,4,1,99.23,5.82,4.81,7.48,7.26,7.64,4.97,Yes,1,6.97,5.97,52.88,0,0.0
STU00258,Male,IT,6.61,69.84,70.59,0,3,1,0,70.3,6.52,5.6,8.19,6.57,6.52,4.2,No,0,3.94,5.83,56.08,1,10.02
STU00259,Male,ECE,10.0,73.9,83.62,2,0,1,0,48.03,6.14,5.37,7.32,7.48,6.82,8.56,No,1,6.25,3.61,55.07,0,0.0
STU00260,Male,EEE,6.78,59.32,97.15,3,1,1,1,72.12,6.51,6.82,4.8,5.27,2.2,4.24,Yes,2,8.93,1.7,45.92,0,0.0
STU00261,Female,CIVIL,6.48,62.9,72.57,3,2,0,1,81.52,6.38,6.62,6.18,5.68,5.98,6.05,Yes,0,2.36,5.59,47.02,1,6.63
STU00262,Male,CSE,6.13,87.12,67.64,3,6,1,2,48.59,5.41,5.81,7.76,6.68,2.85,7.2,Yes,4,3.88,4.64,56.75,1,8.11
STU00263,Female,EEE,7.24,79.68,87.78,2,2,1,0,29.47,5.51,5.45,6.39,6.25,3.46,4.58,Yes,2,2.8,3.88,50.52,0,0.0
STU00264,Female,IT,7.08,92.42,71.02,3,5,3,0,52.92,6.8,6.83,5.31,6.09,6.95,2.64,Yes,4,5.54,2.97,70.16,1,9.9
STU00265,Female,CSE,5.74,56.22,67.31,0,5,4,2,64.91,3.46,4.42,6.61,6.89,1.34,5.69,Yes,0,6.46,5.21,44.75,0,0.0
STU00266,Female,IT,7.21,64.66,71.88,0,4,1,1,50.58,4.12,4.94,6.11,5.27,4.63,0.0,No,4,6.9,4.61,34.23,0,0.0
STU00267,Male,EEE,6.35,60.26,67.45,0,3,1,0,50.89,7.24,6.5,6.1,7.0,6.25,4.87,Yes,0,3.97,3.76,46.63,0,0.0
STU00268,Female,IT,6.96,97.99,87.54,0,2,2,1,36.61,7.95,7.77,4.74,3.78,4.91,4.97,Yes,3,8.36,5.9,49.24,0,0.0
STU00269,Female,ECE,6.79,73.0,73.13,1,0,3,0,91.46,9.53,10.0,6.34,6.2,0.25,6.64,No,2,4.22,4.12,53.64,1,8.44
STU00270,Male,IT,6.51,79.45,88.29,1,4,3,2,21.58,7.32,7.4,6.7,6.58,4.11,1.13,Yes,0,4.08,3.2,55.89,0,0.0
STU00271,Female,IT,8.14,83.05,81.89,1,2,2,0,48.57,4.81,5.71,5.16,4.89,4.15,7.46,Yes,0,5.52,7.97,51.37,0,0.0
STU00272,Female,EEE,7.71,91.01,68.65,4,2,0,1,61.85,7.17,5.21,3.93,6.67,4.38,6.6,Yes,1,7.53,6.49,53.36,0,0.0
STU00273,Male,CIVIL,5.9,77.36,59.04,3,3,4,0,43.18,5.95,5.2,7.47,6.76,7.02,7.39,Yes,2,6.74,4.99,46.36,0,0.0
STU00274,Male,CSE,9.37,67.16,75.08,0,3,2,1,47.55,4.49,5.95,5.55,6.98,10.0,4.49,Yes,2,2.76,7.18,53.82,0,0.0
STU00275,Female,IT,7.75,82.09,71.96,0,1,5,1,58.61,5.81,5.56,7.85,7.26,5.99,2.2,Yes,3,4.82,6.52,57.58,0,0.0
STU00276,Male,CSE,6.95,87.7,66.46,0,2,5,0,61.41,9.59,9.04,6.11,5.06,6.85,5.88,No,2,6.13,3.92,60.82,1,9.61
STU00277,Male,EEE,9.49,67.92,71.26,4,5,1,2,66.17,0.9,2.53,7.49,5.35,4.16,8.45,No,2,5.18,5.19,44.17,0,0.0
STU00278,Male,CSE,8.44,75.25,84.61,2,1,2,4,49.31,7.19,5.28,6.21,7.22,4.52,3.4,No,1,6.81,5.09,33.58,0,0.0
STU00279,Male,ECE,5.75,78.2,76.98,0,4,5,3,86.21,4.29,3.88,4.49,5.28,4.26,1.71,Yes,2,3.22,4.61,36.52,0,0.0
STU00280,Male,ECE,5.28,80.85,76.54,3,6,1,0,73.33,5.43,5.24,6.16,5.61,5.34,0.56,Yes,2,6.49,5.86,61.35,1,8.57
STU00281,Male,CSE,6.06,86.57,79.38,0,4,4,3,70.11,5.53,6.2,2.96,4.13,9.29,3.31,No,0,4.41,3.97,36.89,0,0.0
STU00282,Male,IT,7.31,81.33,74.38,3,2,0,1,55.11,8.33,10.0,4.08,5.46,10.0,5.62,Yes,4,6.38,6.74,57.44,0,0.0
STU00283,Male,CSE,7.17,91.91,60.08,0,2,1,2,52.66,7.54,7.57,7.08,5.75,2.41,5.24,Yes,4,4.93,5.47,40.2,0,0.0
STU00284,Male,EEE,6.57,71.83,66.37,1,1,4,3,72.82,2.07,2.4,7.64,5.8,6.99,5.11,Yes,2,10.0,0.0,29.77,0,0.0
STU00285,Female,EEE,5.33,75.15,73.83,1,3,0,1,67.31,5.57,5.08,9.29,8.59,5.8,0.0,Yes,1,4.85,7.54,46.66,0,0.0
STU00286,Male,ECE,7.26,69.79,92.14,0,2,0,4,31.3,9.3,10.0,5.1,5.32,9.59,2.92,Yes,3,2.32,5.67,31.36,0,0.0
STU00287,Female,CSE,7.93,58.95,90.89,1,1,2,4,68.45,3.85,2.05,2.59,4.87,4.3,10.0,Yes,0,3.71,5.56,31.14,0,0.0
STU00288,Male,ECE,6.21,53.38,66.32,1,3,2,0,57.3,3.52,3.31,5.93,6.14,3.85,2.96,Yes,2,3.05,7.82,47.1,0,0.0
STU00289,Male,ECE,9.14,53.96,90.32,0,3,4,4,35.38,9.01,8.13,4.78,3.58,4.73,4.5,Yes,1,6.79,6.04,41.47,0,0.0
STU00290,Female,IT,4.45,81.13,98.01,0,5,1,0,61.36,5.67,4.35,1.84,3.84,3.77,8.9,No,1,5.29,5.22,37.27,0,0.0
STU00291,Male,MECH,6.06,84.46,62.91,1,5,0,0,73.59,6.15,4.04,4.74,5.91,5.87,7.6,Yes,0,6.23,5.24,35.49,0,0.0
STU00292,Male,EEE,8.69,95.92,97.97,0,1,0,0,74.74,8.23,8.23,7.85,7.47,3.08,1.22,Yes,0,5.74,3.51,51.1,1,7.28
STU00293,Male,CIVIL,6.71,98.54,66.06,0,3,2,2,99.9,7.53,9.0,6.77,5.91,7.65,5.0,No,0,6.73,0.05,38.13,0,0.0
STU00294,Female,CSE,6.5,82.53,77.56,2,4,1,0,63.7,4.13,3.14,9.2,7.73,9.34,6.1,No,0,6.86,7.16,55.53,1,9.72
STU00295,Female,IT,7.39,82.68,62.13,1,1,1,0,58.15,7.51,7.12,3.5,5.66,3.66,4.87,No,1,6.3,6.1,47.37,0,0.0
STU00296,Female,ECE,8.2,76.66,74.17,1,2,5,1,91.86,5.8,5.45,5.26,5.75,5.4,4.09,Yes,1,4.2,3.82,54.03,0,0.0
STU00297,Female,IT,9.36,86.2,83.99,2,3,2,1,63.97,5.25,5.25,8.81,6.33,3.61,8.03,No,1,7.34,5.78,66.0,0,0.0
STU00298,Male,ECE,8.89,82.81,100.0,1,1,3,1,72.86,3.97,2.66,5.62,6.24,6.96,5.31,No,1,3.57,8.0,46.17,0,0.0
STU00299,Male,CSE,8.61,93.49,78.52,1,5,0,0,56.41,3.21,3.53,6.13,6.66,5.71,4.64,No,1,3.93,2.37,55.28,1,9.6
STU00300,Female,CSE,7.45,79.8,66.96,0,4,1,0,40.88,6.64,5.6,8.01,6.24,6.5,3.32,Yes,0,6.19,3.05,59.19,0,0.0
STU00301,Male,MECH,6.36,80.1,91.83,2,3,1,0,47.99,6.54,5.89,9.38,7.72,3.74,2.48,Yes,0,7.46,3.69,46.72,0,0.0
STU00302,Female,CSE,8.25,56.61,73.39,3,0,2,0,55.47,3.42,4.97,7.67,6.44,4.15,3.42,Yes,2,4.88,3.99,62.48,1,9.73
STU00303,Male,CSE,6.19,79.43,84.59,1,2,1,1,82.45,5.72,5.53,6.95,5.77,5.79,4.16,Yes,3,3.12,4.64,48.71,0,0.0
STU00304,Male,ECE,7.41,88.53,67.0,1,4,2,2,60.17,4.13,4.11,7.87,7.47,5.41,0.84,Yes,1,4.58,4.13,39.19,1,7.14
STU00305,Male,CSE,9.72,96.67,62.22,2,0,0,0,90.48,7.77,7.92,5.39,4.65,3.53,1.39,Yes,1,5.02,8.15,69.99,1,10.48
STU00306,Male,IT,7.41,87.65,67.03,2,0,5,0,46.24,5.18,6.72,7.97,6.97,7.74,0.0,Yes,0,6.92,2.43,65.58,1,9.46
STU00307,Male,CSE,6.53,82.98,80.91,1,2,1,0,73.56,10.0,10.0,5.54,4.01,8.56,2.04,No,0,3.69,4.24,65.78,0,0.0
STU00308,Female,CSE,8.05,79.51,67.96,0,5,2,1,56.98,6.48,5.55,5.54,7.69,3.81,4.83,No,4,4.68,2.61,55.31,0,0.0
STU00309,Male,ECE,7.32,79.86,85.12,0,1,3,0,80.34,8.61,8.23,5.79,7.07,6.61,5.96,No,0,3.83,2.39,50.43,0,0.0
STU00310,Female,IT,6.56,81.07,68.94,2,1,4,1,85.43,4.76,5.79,4.36,6.84,3.77,6.52,No,1,3.54,3.12,61.38,0,0.0
STU00311,Female,IT,6.77,91.06,69.59,2,1,2,2,36.57,8.37,6.74,5.45,5.49,5.25,5.19,Yes,3,5.75,4.9,45.43,0,0.0
STU00312,Female,CSE,7.07,87.73,81.86,1,2,1,0,99.63,7.48,7.46,5.62,5.33,1.18,1.19,Yes,2,8.92,7.09,64.3,1,10.82
STU00313,Male,IT,9.17,69.79,70.31,0,1,3,1,58.91,7.98,8.41,6.31,6.88,5.66,9.53,No,4,2.91,3.82,53.43,1,8.25
STU00314,Female,IT,7.68,77.98,92.25,1,6,2,0,79.51,4.34,3.53,5.31,4.19,6.07,3.07,No,0,6.03,6.7,55.32,0,0.0
STU00315,Male,CIVIL,6.72,79.82,79.83,1,2,0,1,60.23,3.69,5.46,7.04,6.33,3.0,3.19,Yes,3,4.51,6.17,29.48,0,0.0
STU00316,Female,EEE,8.85,75.84,63.82,1,2,1,0,50.68,9.29,9.91,5.35,5.62,8.61,7.1,Yes,0,2.99,3.99,51.5,1,6.28
STU00317,Male,MECH,7.57,67.02,68.19,1,2,3,0,49.43,6.22,5.77,4.04,4.89,6.82,2.34,Yes,0,6.96,3.05,40.63,0,0.0
STU00318,Male,EEE,4.92,87.93,100.0,1,2,3,2,67.37,5.49,6.39,2.69,4.95,6.02,2.81,Yes,0,8.03,4.48,31.33,0,0.0
STU00319,Female,EEE,7.41,67.74,79.2,2,4,0,0,84.09,3.82,4.35,3.87,5.79,4.93,7.79,Yes,0,6.38,2.19,54.87,1,7.32
STU00320,Male,CSE,8.62,83.9,100.0,2,3,1,0,78.12,2.87,2.63,8.18,7.49,5.52,4.01,Yes,2,5.86,5.85,67.05,1,9.82
STU00321,Male,EEE,8.1,72.83,63.74,1,3,2,0,63.48,5.34,3.44,4.81,5.72,6.78,4.96,Yes,2,7.58,4.35,42.84,0,0.0
STU00322,Male,MECH,9.03,75.59,88.4,1,4,2,3,70.64,0.62,0.0,7.19,7.01,2.65,5.48,Yes,4,6.81,6.36,29.52,0,0.0
STU00323,Male,MECH,6.64,79.59,87.72,0,2,1,0,56.82,6.44,6.12,3.58,6.06,5.73,8.15,No,0,5.03,4.5,30.83,0,0.0
STU00324,Female,EEE,5.94,74.12,79.42,1,3,0,1,35.86,5.19,5.98,6.96,6.47,7.63,1.26,Yes,2,7.15,6.58,39.93,0,0.0
STU00325,Female,MECH,9.01,85.67,74.98,1,3,2,0,19.19,6.35,6.79,6.13,5.54,0.99,5.82,No,0,8.12,1.39,42.59,0,0.0
STU00326,Male,CSE,6.42,74.48,71.96,1,0,4,3,55.9,5.43,3.52,6.26,6.04,2.02,3.7,Yes,2,3.26,4.25,40.78,0,0.0
STU00327,Female,CSE,9.19,70.51,78.72,2,2,5,0,39.15,8.77,8.63,6.71,7.02,4.11,6.9,Yes,0,0.63,3.34,68.74,1,10.45
STU00328,Male,EEE,7.1,91.15,89.13,4,0,1,3,64.84,6.56,6.23,6.5,4.99,5.68,6.05,Yes,1,4.62,2.12,38.62,0,0.0
STU00329,Male,IT,7.72,70.97,72.38,0,3,3,1,70.4,3.97,2.98,8.22,6.99,0.62,1.92,Yes,1,4.76,5.07,55.44,0,0.0
